group_reg,log10_group_reg,group,var_name,l2_norm,auc,acc,nnz
1.2328467394420658e-05,-4.909090909090909,1,IRSEX,0.03348174025174526,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,2,NEWRACE2,0.6370034826175256,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,3,IRMARIT,0.49822944124905316,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,4,IREDUHIGHST2,1.089181353211917,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,5,IRWRKSTAT18,0.3365713692402365,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,6,IRINSUR4,0.2546622368243398,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,7,INCOME,0.3359699361393948,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,8,IRPYUD5ALC,0.8709243420102097,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,9,IRPYUD5MRJ,0.5342734991503824,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,10,ILLYR,0.6097941666098581,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,11,RSKCIGPKD,0.2941346553065512,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,12,RSKMRJWK,0.16796566878790822,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,13,IRALCFY,0.16028140080367395,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,14,IRMJFY,0.14244498622443505,0.7584918494001127,0.7648801994687761,57
1.2328467394420658e-05,-4.909090909090909,15,KSSLR6YR,0.1748066633231311,0.7584918494001127,0.7648801994687761,57
2.8480358684358048e-05,-4.545454545454545,0,CATAG6,0.8736717830743806,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,1,IRSEX,0.03312142443907153,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,2,NEWRACE2,0.6180564719760013,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,3,IRMARIT,0.49553408037776103,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,4,IREDUHIGHST2,1.0770084255040377,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,5,IRWRKSTAT18,0.33576435607183985,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,6,IRINSUR4,0.25292046236910104,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,7,INCOME,0.33615887665736144,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,8,IRPYUD5ALC,0.8697342540293059,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,9,IRPYUD5MRJ,0.5323635102362637,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,10,ILLYR,0.6094357992128769,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,11,RSKCIGPKD,0.2931334605456815,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,12,RSKMRJWK,0.16694048484152033,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,13,IRALCFY,0.15986778693140488,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,14,IRMJFY,0.14140835695747755,0.7585275044585077,0.7648215518553863,57
2.8480358684358048e-05,-4.545454545454545,15,KSSLR6YR,0.1746673869874556,0.7585275044585077,0.7648215518553863,57
6.579332246575683e-05,-4.181818181818182,0,CATAG6,0.8661036760480166,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,1,IRSEX,0.03231047579759865,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,2,NEWRACE2,0.579216865509028,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,3,IRMARIT,0.4894485507643808,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,4,IREDUHIGHST2,1.0496506874722893,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,5,IRWRKSTAT18,0.33386055588006036,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,6,IRINSUR4,0.2489649708511121,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,7,INCOME,0.33651572459555384,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,8,IRPYUD5ALC,0.8670249840098518,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,9,IRPYUD5MRJ,0.527840570509998,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,10,ILLYR,0.6086362627791715,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,11,RSKCIGPKD,0.29088896567372774,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,12,RSKMRJWK,0.16457785674098532,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,13,IRALCFY,0.158949564057119,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,14,IRMJFY,0.13895573350914686,0.7585260681409667,0.7653637601973448,57
6.579332246575683e-05,-4.181818181818182,15,KSSLR6YR,0.17436610333919383,0.7585260681409667,0.7653637601973448,57
0.0001519911082952933,-3.8181818181818183,0,CATAG6,0.8501406089782387,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,1,IRSEX,0.03061859496569214,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,2,NEWRACE2,0.509476370420009,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,3,IRMARIT,0.47700617940776197,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,4,IREDUHIGHST2,0.9975502606683834,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,5,IRWRKSTAT18,0.3291155856116779,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,6,IRINSUR4,0.24044869779973466,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,7,INCOME,0.336671794052984,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,8,IRPYUD5ALC,0.8608328459164973,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,9,IRPYUD5MRJ,0.5176259138836798,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,10,ILLYR,0.6068961215189285,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,11,RSKCIGPKD,0.2855343006998238,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,12,RSKMRJWK,0.15953174122228267,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,13,IRALCFY,0.15689911733442807,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,14,IRMJFY,0.13332630652391253,0.7585816008508615,0.7655042137552462,57
0.0001519911082952933,-3.8181818181818183,15,KSSLR6YR,0.17374349077671547,0.7585816008508615,0.7655042137552462,57
0.0003511191734215131,-3.4545454545454546,0,CATAG6,0.8166174884634181,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,1,IRSEX,0.026699526817553918,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,2,NEWRACE2,0.3926131233460514,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,3,IRMARIT,0.45155045598877636,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,4,IREDUHIGHST2,0.8790804873670517,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,5,IRWRKSTAT18,0.3185079397022809,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,6,IRINSUR4,0.22096150898479786,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,7,INCOME,0.3374959501232878,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,8,IRPYUD5ALC,0.8469494900440389,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,9,IRPYUD5MRJ,0.49458537777862316,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,10,ILLYR,0.6031063303767964,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,11,RSKCIGPKD,0.2734454404217135,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,12,RSKMRJWK,0.14879909928926502,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,13,IRALCFY,0.15255986074081274,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,14,IRMJFY,0.12027783626558351,0.75846481746575,0.7655921427547393,57
0.0003511191734215131,-3.4545454545454546,15,KSSLR6YR,0.17250294431020682,0.75846481746575,0.7655921427547393,57
0.0008111308307896872,-3.090909090909091,0,CATAG6,0.7539057116121132,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,1,IRSEX,0.018453694663252,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,2,NEWRACE2,0.22393837351376328,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,3,IRMARIT,0.4096234981250269,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,4,IREDUHIGHST2,0.6754726905587378,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,5,IRWRKSTAT18,0.29321145873340787,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,6,IRINSUR4,0.17979859813814206,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,7,INCOME,0.3355270642594268,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,8,IRPYUD5ALC,0.8166682606492122,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,9,IRPYUD5MRJ,0.4445315941142169,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,10,ILLYR,0.5955657835191638,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,11,RSKCIGPKD,0.24707000212553426,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,12,RSKMRJWK,0.12664976705882552,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,13,IRALCFY,0.14363192364033348,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,14,IRMJFY,0.09097868908390805,0.7573991974192139,0.7673605093715421,57
0.0008111308307896872,-3.090909090909091,15,KSSLR6YR,0.1706532142907455,0.7573991974192139,0.7673605093715421,57
0.001873817422860385,-2.727272727272727,0,CATAG6,0.6242298563599725,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,1,IRSEX,0.0020251463489117287,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,2,NEWRACE2,0.058389357037432976,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,3,IRMARIT,0.3452255723531265,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,4,IREDUHIGHST2,0.39999767593634455,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,5,IRWRKSTAT18,0.23275697464294556,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,6,IRINSUR4,0.09770291203844776,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,7,INCOME,0.32144535577766364,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,8,IRPYUD5ALC,0.7516735682812212,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,9,IRPYUD5MRJ,0.3396083652852737,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,10,ILLYR,0.5820928505489019,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,11,RSKCIGPKD,0.19759519041801632,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,12,RSKMRJWK,0.07994889769924451,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,13,IRALCFY,0.1251254743065821,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,14,IRMJFY,0.027788543385692904,0.7541466790421569,0.7712177414111473,57
0.001873817422860385,-2.727272727272727,15,KSSLR6YR,0.1690695014120806,0.7541466790421569,0.7712177414111473,57
0.004328761281083062,-2.3636363636363633,0,CATAG6,0.34322225837580955,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,1,IRSEX,0.0,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,2,NEWRACE2,0.0,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,3,IRMARIT,0.2371385902939324,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,4,IREDUHIGHST2,0.06782900706195162,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,5,IRWRKSTAT18,0.10290251539967972,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,6,IRINSUR4,0.0,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,7,INCOME,0.3042792130893683,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,8,IRPYUD5ALC,0.6137937414122336,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,9,IRPYUD5MRJ,0.24002397658394717,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,10,ILLYR,0.5889260302945142,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,11,RSKCIGPKD,0.1166964004903944,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,12,RSKMRJWK,0.0,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,13,IRALCFY,0.08451748928894791,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,14,IRMJFY,0.0,0.7454894730690484,0.7733731871009023,41
0.004328761281083062,-2.3636363636363633,15,KSSLR6YR,0.165504783455532,0.7454894730690484,0.7733731871009023,41
0.01,-2.0,0,CATAG6,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,1,IRSEX,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,2,NEWRACE2,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,3,IRMARIT,0.02222113328098393,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,4,IREDUHIGHST2,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,5,IRWRKSTAT18,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,6,IRINSUR4,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,7,INCOME,0.14641108443215253,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,8,IRPYUD5ALC,0.3722126269384888,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,9,IRPYUD5MRJ,0.05516648408929934,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,10,ILLYR,0.5732455905140628,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,11,RSKCIGPKD,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,12,RSKMRJWK,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,13,IRALCFY,0.0,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,14,IRMJFY,0.034142013423026335,0.7328223455056296,0.7439643398840646,16
0.01,-2.0,15,KSSLR6YR,0.1545505517115252,0.7328223455056296,0.7439643398840646,16
